20230102 192600;25837.999000;25842.519000;25834.469000;25839.319000;0
20230102 192700;25837.319000;25839.369000;25807.419000;25824.419000;0
20230102 192800;25829.519000;25829.519000;25807.419000;25814.319000;0
20230102 192900;25819.519000;25827.469000;25819.519000;25822.469000;0
20230102 193000;25817.999000;25819.999000;25814.319000;25814.519000;0
20230102 193100;25817.469000;25822.999000;25812.319000;25819.469000;0
20230102 193200;25822.269000;25834.519000;25819.269000;25819.269000;0
20230102 193300;25822.519000;25824.419000;25807.469000;25824.419000;0
20230102 193400;25822.469000;25827.419000;25822.319000;25824.419000;0
20230102 193500;25819.469000;25822.369000;25809.419000;25809.419000;0
20230102 193600;25807.519000;25807.519000;25784.319000;25792.269000;0
20230102 193700;25797.999000;25804.419000;25784.319000;25804.419000;0
20230102 193800;25802.999000;25809.999000;25799.369000;25804.999000;0
20230102 193900;25802.519000;25809.319000;25799.319000;25799.319000;0
20230102 194000;25797.519000;25799.369000;25782.319000;25784.519000;0
20230102 194100;25787.519000;25794.369000;25777.269000;25784.519000;0
20230102 194200;25782.469000;25787.419000;25777.419000;25777.419000;0
20230102 194300;25772.419000;25787.519000;25767.469000;25779.369000;0
20230102 194400;25777.319000;25777.319000;25767.269000;25774.369000;0
20230102 194500;25779.469000;25784.269000;25777.319000;25782.419000;0
20230102 194600;25779.419000;25802.369000;25779.419000;25789.469000;0
20230102 194700;25792.999000;25792.999000;25787.369000;25789.519000;0
20230102 194800;25792.319000;25792.419000;25787.269000;25789.999000;0
20230102 194900;25787.269000;25787.269000;25767.369000;25767.419000;0
20230102 195000;25764.269000;25769.519000;25764.269000;25767.369000;0
20230102 195100;25762.519000;25769.419000;25762.369000;25767.269000;0
20230102 195200;25764.469000;25764.999000;25757.319000;25764.999000;0
20230102 195300;25767.319000;25787.269000;25744.419000;25749.519000;0
20230102 195400;25752.369000;25762.999000;25744.419000;25762.999000;0
20230102 195500;25764.999000;25764.999000;25712.519000;25739.419000;0
20230102 195600;25737.519000;25752.369000;25732.419000;25749.519000;0
20230102 195700;25747.519000;25749.469000;25742.269000;25744.469000;0
20230102 195800;25747.369000;25757.469000;25739.519000;25754.419000;0
20230102 195900;25752.999000;25752.999000;25734.269000;25744.469000;0
20230102 200000;25742.369000;25744.519000;25694.319000;25729.369000;0
20230102 200100;25732.999000;25744.999000;25719.269000;25744.999000;0
20230102 200200;25742.999000;25742.999000;25724.469000;25729.519000;0
20230102 200300;25727.519000;25734.999000;25717.269000;25722.519000;0
20230102 200400;25724.369000;25734.519000;25719.319000;25729.519000;0
20230102 200500;25732.369000;25734.469000;25699.319000;25699.319000;0
20230102 200600;25697.469000;25704.999000;25687.369000;25687.519000;0
20230102 200700;25689.469000;25707.319000;25677.369000;25699.519000;0
20230102 200800;25702.999000;25704.419000;25689.999000;25699.419000;0
20230102 200900;25697.519000;25712.519000;25692.519000;25709.999000;0
20230102 201000;25707.519000;25707.519000;25687.419000;25692.369000;0
20230102 201100;25694.519000;25712.269000;25692.999000;25709.519000;0
20230102 201200;25712.519000;25717.269000;25699.269000;25704.369000;0
20230102 201300;25702.999000;25712.519000;25682.269000;25692.369000;0
20230102 201400;25689.369000;25699.999000;25677.269000;25684.999000;0
20230102 201500;25682.519000;25694.519000;25672.319000;25687.369000;0
20230102 201600;25682.519000;25682.999000;25667.269000;25677.269000;0
20230102 201700;25674.419000;25697.519000;25669.519000;25687.519000;0
20230102 201800;25684.469000;25692.419000;25677.269000;25687.999000;0
20230102 201900;25684.519000;25684.519000;25677.319000;25682.519000;0
20230102 202000;25684.469000;25684.519000;25677.319000;25684.469000;0
20230102 202100;25687.419000;25692.519000;25664.269000;25684.519000;0
20230102 202200;25687.369000;25687.519000;25669.269000;25674.269000;0
20230102 202300;25677.469000;25682.519000;25657.519000;25659.999000;0
